"acquisition_channel";"days_since_registration";"retention"
referral;17;28.571
referral;18;30.357
referral;19;32.143
referral;20;23.214
referral;21;39.286
referral;22;25.000
referral;23;35.714
referral;24;33.929
referral;25;48.214
referral;26;28.571
referral;27;21.429
referral;28;21.429
referral;29;28.571
referral;30;17.857
referral;0;31.746
referral;1;34.921
referral;2;31.746
referral;3;31.746
referral;4;33.333
referral;5;30.159
referral;6;26.984
referral;7;30.159
referral;8;36.508
referral;9;26.984
referral;10;31.746
referral;11;33.333
referral;12;28.571
referral;13;33.333
referral;14;28.571
referral;15;46.032
referral;16;38.095
referral;17;30.159
referral;18;38.095
referral;19;36.508
referral;20;23.810
referral;21;38.095
referral;22;42.857
referral;23;26.984
referral;24;26.984
referral;25;34.921
referral;26;31.746
referral;27;31.746
referral;28;30.159
referral;29;33.333
referral;30;28.571
referral;0;26.471
referral;1;38.235
referral;2;26.471
referral;3;38.235
referral;4;27.941
referral;5;42.647
referral;6;39.706
referral;7;26.471
referral;8;26.471
referral;9;44.118
referral;10;39.706
referral;11;33.824
referral;12;26.471
referral;13;39.706
referral;14;41.176
referral;15;38.235
referral;16;26.471
referral;17;32.353
referral;18;32.353
referral;19;33.824
referral;20;35.294
referral;21;30.882
referral;22;35.294
referral;23;29.412
referral;24;30.882
referral;25;22.059
referral;26;30.882
referral;27;20.588
referral;28;38.235
referral;29;36.765
referral;30;26.471
referral;0;29.032
referral;1;32.258
referral;2;24.194
referral;3;27.419
referral;4;27.419
referral;5;32.258
referral;6;37.097
referral;7;37.097
referral;8;30.645
referral;9;29.032
referral;10;33.871
referral;11;29.032
referral;12;43.548
referral;13;29.032
referral;14;33.871
referral;15;29.032
referral;16;24.194
referral;17;35.484
referral;18;30.645
referral;19;41.935
referral;20;37.097
referral;21;41.935
referral;22;24.194
referral;23;38.710
referral;24;29.032
referral;25;46.774
referral;26;32.258
referral;27;30.645
referral;28;37.097
referral;29;30.645
referral;30;24.194
referral;0;28.889
referral;1;24.444
referral;2;40.000
referral;3;35.556
referral;4;26.667
referral;5;35.556
referral;6;35.556
referral;7;28.889
referral;8;37.778
referral;9;40.000
referral;10;42.222
referral;11;33.333
referral;12;28.889
referral;13;35.556
referral;14;37.778
referral;15;28.889
referral;16;37.778
referral;17;26.667
referral;18;24.444
referral;19;33.333
referral;20;37.778
referral;21;28.889
referral;22;35.556
referral;23;24.444
referral;24;26.667
referral;25;42.222
referral;26;35.556
referral;27;44.444
referral;28;28.889
referral;29;24.444
referral;30;15.556
referral;0;27.692
referral;1;32.308
referral;2;43.077
referral;3;40.000
referral;4;40.000
referral;5;38.462
referral;6;47.692
referral;7;27.692
referral;8;41.538
referral;9;33.846
referral;10;33.846
referral;11;29.231
referral;12;40.000
referral;13;35.385
referral;14;43.077
referral;15;36.923
referral;16;41.538
referral;17;44.615
referral;18;35.385
referral;19;40.000
referral;20;32.308
referral;21;32.308
referral;22;38.462
referral;23;29.231
referral;24;32.308
referral;25;41.538
referral;26;32.308
referral;27;36.923
referral;28;32.308
referral;29;32.308
referral;30;23.077
referral;0;32.727
referral;1;41.818
referral;2;27.273
referral;3;21.818
referral;4;36.364
referral;5;23.636
referral;6;30.909
referral;7;27.273
referral;8;21.818
referral;9;32.727
referral;10;25.455
referral;11;34.545
referral;12;27.273
referral;13;25.455
referral;14;21.818
referral;15;36.364
referral;16;30.909
referral;17;21.818
referral;18;25.455
referral;19;27.273
referral;20;27.273
referral;21;30.909
referral;22;30.909
referral;23;27.273
referral;24;21.818
referral;25;30.909
referral;26;27.273
referral;27;27.273
referral;28;25.455
referral;29;32.727
referral;30;16.364
referral;0;31.250
referral;1;20.833
referral;2;25.000
referral;3;33.333
referral;4;22.917
referral;5;35.417
referral;6;31.250
referral;7;27.083
referral;8;35.417
referral;9;27.083
referral;10;35.417
referral;11;27.083
referral;12;20.833
referral;13;33.333
referral;14;37.500
referral;15;35.417
referral;16;33.333
referral;17;31.250
referral;18;37.500
referral;19;29.167
referral;20;22.917
referral;21;31.250
referral;22;29.167
referral;23;25.000
referral;24;37.500
referral;25;20.833
referral;26;39.583
referral;27;33.333
referral;28;39.583
referral;29;27.083
referral;30;25.000
referral;0;45.238
referral;1;26.190
referral;2;28.571
referral;3;50.000
referral;4;47.619
referral;5;38.095
referral;6;33.333
referral;7;26.190
referral;8;16.667
referral;9;35.714
referral;10;28.571
referral;11;38.095
referral;12;42.857
referral;13;28.571
referral;14;38.095
referral;15;30.952
referral;16;33.333
referral;17;40.476
referral;18;35.714
referral;19;28.571
referral;20;50.000
referral;21;40.476
referral;22;23.810
referral;23;40.476
referral;24;33.333
referral;25;19.048
referral;26;40.476
referral;27;35.714
referral;28;40.476
referral;29;30.952
referral;30;26.190
referral;0;33.929
referral;1;26.786
referral;2;39.286
referral;3;33.929
referral;4;37.500
referral;5;28.571
referral;6;23.214
referral;7;32.143
referral;8;37.500
referral;9;25.000
referral;10;21.429
referral;11;32.143
referral;12;19.643
referral;13;33.929
referral;14;30.357
referral;15;23.214
referral;16;46.429
referral;17;25.000
referral;18;19.643
referral;19;41.071
referral;20;32.143
referral;21;28.571
referral;22;32.143
referral;23;28.571
referral;24;26.786
referral;25;33.929
referral;26;37.500
referral;27;37.500
referral;28;33.929
referral;29;28.571
referral;30;28.571
referral;0;34.375
referral;1;29.688
referral;2;35.938
referral;3;39.063
referral;4;32.813
referral;5;35.938
referral;6;29.688
referral;7;29.688
referral;8;29.688
referral;9;29.688
referral;10;26.563
referral;11;32.813
referral;12;26.563
referral;13;29.688
referral;14;34.375
referral;15;28.125
referral;16;29.688
referral;17;32.813
referral;18;31.250
referral;19;25.000
referral;20;31.250
referral;21;32.813
referral;22;31.250
referral;23;34.375
referral;24;39.063
referral;25;34.375
referral;26;21.875
referral;27;32.813
referral;28;31.250
referral;29;29.688
referral;30;26.563
referral;0;31.250
referral;1;37.500
referral;2;31.250
referral;3;35.938
referral;4;31.250
referral;5;25.000
referral;6;31.250
referral;7;21.875
referral;8;29.688
referral;9;31.250
referral;10;23.438
referral;11;26.563
referral;12;40.625
referral;13;28.125
referral;14;28.125
referral;15;40.625
referral;16;28.125
referral;17;25.000
referral;18;21.875
referral;19;31.250
referral;20;32.813
referral;21;31.250
referral;22;26.563
referral;23;20.313
referral;24;28.125
referral;25;34.375
referral;26;40.625
referral;27;25.000
referral;28;31.250
referral;29;29.688
referral;30;21.875
referral;0;31.746
referral;1;31.746
referral;2;20.635
referral;3;17.460
referral;4;39.683
referral;5;30.159
referral;6;31.746
referral;7;33.333
referral;8;20.635
referral;9;30.159
referral;10;31.746
referral;11;25.397
referral;12;36.508
referral;13;22.222
referral;14;33.333
referral;15;28.571
referral;16;44.444
referral;17;28.571
referral;18;36.508
referral;19;23.810
referral;20;30.159
referral;21;30.159
referral;22;30.159
referral;23;30.159
referral;24;33.333
referral;25;34.921
referral;26;23.810
referral;27;28.571
referral;28;31.746
referral;29;42.857
referral;30;25.397
referral;0;32.203
referral;1;38.983
referral;2;25.424
referral;3;28.814
referral;4;28.814
referral;5;28.814
referral;6;28.814
referral;7;28.814
referral;8;30.508
referral;9;25.424
referral;10;30.508
referral;11;35.593
referral;12;37.288
referral;13;23.729
referral;14;28.814
referral;15;30.508
referral;16;35.593
referral;17;37.288
referral;18;32.203
referral;19;42.373
referral;20;38.983
referral;21;38.983
referral;22;30.508
referral;23;32.203
referral;24;28.814
referral;25;32.203
referral;26;35.593
referral;27;37.288
referral;28;32.203
referral;29;23.729
referral;30;30.508
referral;0;31.818
referral;1;34.091
referral;2;29.545
referral;3;29.545
referral;4;27.273
referral;5;38.636
referral;6;27.273
referral;7;36.364
referral;8;20.455
referral;9;34.091
referral;10;31.818
referral;11;27.273
referral;12;34.091
referral;13;27.273
referral;14;25.000
referral;15;29.545
referral;16;34.091
referral;17;34.091
referral;18;18.182
referral;19;27.273
referral;20;27.273
referral;21;31.818
referral;22;27.273
referral;23;34.091
referral;24;25.000
referral;25;25.000
referral;26;40.909
referral;27;22.727
referral;28;29.545
referral;29;31.818
referral;30;13.636
referral;0;24.490
referral;1;44.898
referral;2;28.571
referral;3;22.449
referral;4;20.408
referral;5;34.694
referral;6;26.531
referral;7;28.571
referral;8;38.776
referral;9;32.653
referral;10;22.449
referral;11;38.776
referral;12;36.735
referral;13;30.612
referral;14;32.653
referral;15;30.612
referral;16;32.653
referral;17;38.776
referral;18;38.776
referral;19;22.449
referral;20;30.612
referral;21;26.531
referral;22;20.408
referral;23;30.612
referral;24;20.408
referral;25;34.694
referral;26;34.694
referral;27;30.612
referral;28;34.694
referral;29;30.612
referral;30;24.490
referral;0;34.483
referral;1;41.379
referral;2;25.862
referral;3;27.586
referral;4;27.586
referral;5;32.759
referral;6;31.034
referral;7;27.586
referral;8;39.655
referral;9;31.034
referral;10;27.586
referral;11;34.483
referral;12;34.483
referral;13;31.034
referral;14;31.034
referral;15;34.483
referral;16;43.103
referral;17;22.414
referral;18;41.379
referral;19;39.655
referral;20;32.759
referral;21;36.207
referral;22;29.310
referral;23;27.586
referral;24;24.138
referral;25;25.862
referral;26;25.862
referral;27;37.931
referral;28;34.483
referral;29;31.034
referral;30;22.414
referral;0;34.043
referral;1;27.660
referral;2;40.426
referral;3;34.043
referral;4;36.170
referral;5;38.298
referral;6;25.532
referral;7;25.532
referral;8;34.043
referral;9;42.553
referral;10;29.787
referral;11;38.298
referral;12;42.553
referral;13;31.915
referral;14;42.553
referral;15;27.660
referral;16;36.170
referral;17;31.915
referral;18;31.915
referral;19;31.915
referral;20;27.660
referral;21;38.298
referral;22;38.298
referral;23;31.915
referral;24;38.298
referral;25;40.426
referral;26;40.426
referral;27;36.170
referral;28;36.170
referral;29;48.936
referral;30;23.404
referral;0;30.769
referral;1;30.769
referral;2;25.000
referral;3;34.615
referral;4;21.154
referral;5;34.615
referral;6;21.154
referral;7;26.923
referral;8;34.615
referral;9;30.769
referral;10;17.308
referral;11;28.846
referral;12;32.692
referral;13;26.923
referral;14;23.077
referral;15;19.231
referral;16;25.000
referral;17;25.000
referral;18;34.615
referral;19;25.000
referral;20;32.692
referral;21;26.923
referral;22;25.000
referral;23;30.769
referral;24;28.846
referral;25;19.231
referral;26;26.923
referral;27;36.538
referral;28;32.692
referral;29;26.923
referral;30;13.462
referral;0;28.571
referral;1;30.612
referral;2;26.531
referral;3;40.816
referral;4;24.490
referral;5;26.531
referral;6;28.571
referral;7;34.694
referral;8;28.571
referral;9;24.490
referral;10;24.490
referral;11;20.408
referral;12;26.531
referral;13;34.694
referral;14;34.694
referral;15;22.449
referral;16;20.408
referral;17;30.612
referral;18;26.531
referral;19;26.531
referral;20;20.408
referral;21;30.612
referral;22;26.531
referral;23;16.327
referral;24;28.571
referral;25;36.735
referral;26;32.653
referral;27;26.531
referral;28;32.653
referral;29;34.694
referral;30;18.367
referral;0;32.653
referral;1;42.857
referral;2;32.653
referral;3;32.653
referral;4;30.612
referral;5;32.653
referral;6;32.653
referral;7;34.694
referral;8;42.857
referral;9;26.531
referral;10;28.571
referral;11;32.653
referral;12;26.531
referral;13;26.531
referral;14;30.612
referral;15;38.776
referral;16;28.571
referral;17;24.490
referral;18;26.531
referral;19;36.735
referral;20;34.694
referral;21;24.490
referral;22;36.735
referral;23;32.653
referral;24;22.449
referral;25;36.735
referral;26;36.735
referral;27;32.653
referral;28;26.531
referral;29;34.694
referral;30;26.531
referral;0;29.545
referral;1;20.455
referral;2;29.545
referral;3;20.455
referral;4;43.182
referral;5;31.818
referral;6;25.000
referral;7;27.273
referral;8;25.000
referral;9;22.727
referral;10;25.000
referral;11;22.727
referral;12;29.545
referral;13;22.727
referral;14;34.091
referral;15;31.818
referral;16;22.727
referral;17;22.727
referral;18;38.636
referral;19;40.909
referral;20;29.545
referral;21;15.909
referral;22;25.000
referral;23;36.364
referral;24;25.000
referral;25;29.545
referral;26;34.091
referral;27;29.545
referral;28;31.818
referral;29;25.000
referral;30;20.455
referral;0;31.373
referral;1;27.451
referral;2;35.294
referral;3;29.412
referral;4;35.294
referral;5;41.176
referral;6;23.529
referral;7;49.020
referral;8;19.608
referral;9;37.255
referral;10;35.294
referral;11;33.333
referral;12;17.647
referral;13;35.294
referral;14;33.333
referral;15;27.451
referral;16;29.412
referral;17;41.176
referral;18;33.333
referral;19;35.294
referral;20;27.451
referral;21;31.373
referral;22;37.255
referral;23;33.333
referral;24;37.255
referral;25;39.216
referral;26;29.412
referral;27;31.373
referral;28;37.255
referral;29;29.412
referral;30;23.529
referral;0;20.370
referral;1;50.000
referral;2;33.333
referral;3;31.481
referral;4;33.333
referral;5;20.370
referral;6;20.370
referral;7;33.333
referral;8;22.222
referral;9;33.333
referral;10;37.037
referral;11;31.481
referral;12;18.519
referral;13;25.926
referral;14;35.185
referral;15;27.778
referral;16;25.926
referral;17;25.926
referral;18;27.778
referral;19;22.222
referral;20;44.444
referral;21;27.778
referral;22;46.296
referral;23;40.741
referral;24;22.222
referral;25;31.481
referral;26;33.333
referral;27;27.778
referral;28;29.630
referral;29;31.481
referral;30;25.926
referral;0;29.310
referral;1;29.310
referral;2;24.138
referral;3;32.759
referral;4;31.034
referral;5;22.414
referral;6;32.759
referral;7;29.310
referral;8;29.310
referral;9;34.483
referral;10;37.931
referral;11;27.586
referral;12;31.034
referral;13;32.759
referral;14;36.207
referral;15;25.862
referral;16;24.138
referral;17;31.034
referral;18;41.379
referral;19;27.586
referral;20;31.034
referral;21;29.310
referral;22;32.759
referral;23;20.690
referral;24;24.138
referral;25;27.586
referral;26;29.310
referral;27;34.483
referral;28;27.586
referral;29;34.483
referral;30;24.138
referral;0;28.000
referral;1;36.000
referral;2;32.000
referral;3;28.000
referral;4;38.000
referral;5;36.000
referral;6;42.000
referral;7;34.000
referral;8;38.000
referral;9;40.000
referral;10;30.000
referral;11;36.000
referral;12;32.000
referral;13;28.000
referral;14;32.000
referral;15;36.000
referral;16;36.000
referral;17;32.000
referral;18;34.000
referral;19;32.000
referral;20;34.000
referral;21;22.000
referral;22;28.000
referral;23;36.000
referral;24;40.000
referral;25;34.000
referral;26;36.000
referral;27;38.000
referral;28;32.000
referral;29;30.000
referral;30;22.000
referral;0;27.273
referral;1;32.727
referral;2;25.455
referral;3;34.545
referral;4;40.000
referral;5;27.273
referral;6;30.909
referral;7;25.455
referral;8;23.636
referral;9;30.909
referral;10;25.455
referral;11;36.364
referral;12;34.545
referral;13;32.727
referral;14;38.182
referral;15;30.909
referral;16;32.727
referral;17;29.091
referral;18;34.545
referral;19;38.182
referral;20;30.909
referral;21;36.364
referral;22;34.545
referral;23;40.000
referral;24;30.909
referral;25;27.273
referral;26;18.182
referral;27;36.364
referral;28;34.545
referral;29;25.455
referral;30;10.909
referral;0;31.707
referral;1;29.268
referral;2;43.902
referral;3;24.390
referral;4;14.634
referral;5;46.341
referral;6;39.024
referral;7;34.146
referral;8;19.512
referral;9;19.512
referral;10;24.390
referral;11;29.268
referral;12;31.707
referral;13;21.951
referral;14;31.707
referral;15;31.707
referral;16;41.463
referral;17;31.707
referral;18;34.146
referral;19;26.829
referral;20;36.585
referral;21;34.146
referral;22;31.707
referral;23;24.390
referral;24;21.951
referral;25;36.585
referral;26;26.829
referral;27;24.390
referral;28;29.268
referral;29;31.707
referral;30;21.951
referral;0;26.786
referral;1;35.714
referral;2;30.357
referral;3;32.143
referral;4;35.714
referral;5;26.786
referral;6;37.500
referral;7;32.143
referral;8;39.286
referral;9;37.500
referral;10;25.000
referral;11;41.071
referral;12;30.357
referral;13;28.571
referral;14;33.929
referral;15;41.071
referral;16;30.357
referral;17;37.500
referral;18;32.143
referral;19;42.857
referral;20;32.143
referral;21;30.357
referral;22;32.143
referral;23;19.643
referral;24;26.786
referral;25;33.929
referral;26;25.000
referral;27;32.143
referral;28;35.714
referral;29;21.429
referral;30;14.286
referral;0;28.846
referral;1;23.077
referral;2;36.538
referral;3;23.077
referral;4;26.923
referral;5;36.538
referral;6;28.846
referral;7;32.692
referral;8;28.846
referral;9;30.769
referral;10;42.308
referral;11;26.923
referral;12;32.692
referral;13;25.000
referral;14;25.000
referral;15;34.615
referral;16;30.769
referral;17;26.923
referral;18;19.231
referral;19;28.846
referral;20;26.923
referral;21;26.923
referral;22;34.615
referral;23;30.769
referral;24;17.308
referral;25;21.154
referral;26;28.846
referral;27;40.385
referral;28;25.000
referral;29;38.462
referral;30;13.462
referral;0;45.763
referral;1;27.119
referral;2;30.508
referral;3;8.475
referral;4;23.729
referral;5;28.814
referral;6;35.593
referral;7;20.339
referral;8;27.119
referral;9;18.644
referral;10;25.424
referral;11;25.424
referral;12;25.424
referral;13;35.593
referral;14;28.814
referral;15;27.119
referral;16;30.508
referral;17;32.203
referral;18;33.898
referral;19;28.814
referral;20;37.288
referral;21;28.814
referral;22;33.898
referral;23;28.814
referral;24;35.593
referral;25;37.288
referral;26;37.288
referral;27;27.119
referral;28;23.729
referral;29;23.729
referral;30;16.949
referral;0;20.339
referral;1;23.729
referral;2;38.983
referral;3;27.119
referral;4;32.203
referral;5;33.898
referral;6;28.814
referral;7;32.203
referral;8;40.678
referral;9;38.983
referral;10;30.508
referral;11;32.203
referral;12;33.898
referral;13;27.119
referral;14;27.119
referral;15;33.898
referral;16;37.288
referral;17;32.203
referral;18;40.678
referral;19;30.508
referral;20;23.729
referral;21;33.898
referral;22;32.203
referral;23;33.898
referral;24;33.898
referral;25;35.593
referral;26;32.203
referral;27;27.119
referral;28;35.593
referral;29;18.644
referral;30;28.814
referral;0;32.727
referral;1;20.000
referral;2;41.818
referral;3;38.182
referral;4;25.455
referral;5;27.273
referral;6;43.636
referral;7;23.636
referral;8;34.545
referral;9;29.091
referral;10;30.909
referral;11;32.727
referral;12;41.818
referral;13;29.091
referral;14;23.636
referral;15;29.091
referral;16;30.909
referral;17;29.091
referral;18;45.455
referral;19;32.727
referral;20;27.273
referral;21;40.000
referral;22;30.909
referral;23;20.000
referral;24;29.091
referral;25;43.636
referral;26;38.182
referral;27;38.182
referral;28;30.909
referral;29;32.727
referral;30;25.455
referral;0;37.500
referral;1;28.571
referral;2;37.500
referral;3;28.571
referral;4;32.143
referral;5;30.357
referral;6;35.714
referral;7;26.786
referral;8;46.429
referral;9;35.714
referral;10;42.857
referral;11;28.571
referral;12;35.714
referral;13;26.786
referral;14;35.714
referral;15;32.143
referral;16;30.357
referral;17;35.714
referral;18;25.000
referral;19;35.714
referral;20;26.786
referral;21;23.214
referral;22;33.929
referral;23;35.714
referral;24;33.929
referral;25;30.357
referral;26;39.286
referral;27;28.571
referral;28;39.286
referral;29;37.500
referral;30;33.929
referral;0;37.255
referral;1;39.216
referral;2;23.529
referral;3;37.255
referral;4;21.569
referral;5;31.373
referral;6;37.255
referral;7;45.098
referral;8;27.451
referral;9;39.216
referral;10;33.333
referral;11;41.176
referral;12;43.137
referral;13;27.451
referral;14;29.412
referral;15;31.373
referral;16;31.373
referral;17;33.333
referral;18;37.255
referral;19;39.216
referral;20;27.451
referral;21;37.255
referral;22;41.176
referral;23;43.137
referral;24;25.490
referral;25;33.333
referral;26;31.373
referral;27;45.098
referral;28;31.373
referral;29;33.333
referral;30;17.647
referral;0;46.809
referral;1;36.170
referral;2;31.915
referral;3;29.787
referral;4;38.298
referral;5;29.787
referral;6;31.915
referral;7;21.277
referral;8;36.170
referral;9;29.787
referral;10;38.298
referral;11;27.660
referral;12;29.787
referral;13;23.404
referral;14;29.787
referral;15;25.532
referral;16;29.787
referral;17;21.277
referral;18;25.532
referral;19;36.170
referral;20;31.915
referral;21;29.787
referral;22;23.404
referral;23;23.404
referral;24;34.043
referral;25;38.298
referral;26;27.660
referral;27;27.660
referral;28;23.404
referral;29;23.404
referral;30;19.149
referral;0;43.860
referral;1;28.070
referral;2;40.351
referral;3;21.053
referral;4;36.842
referral;5;35.088
referral;6;29.825
referral;7;31.579
referral;8;29.825
referral;9;36.842
referral;10;31.579
referral;11;40.351
referral;12;38.596
referral;13;28.070
referral;14;40.351
referral;15;31.579
referral;16;28.070
referral;17;26.316
referral;18;47.368
referral;19;31.579
referral;20;38.596
referral;21;19.298
referral;22;29.825
referral;23;36.842
referral;24;38.596
referral;25;22.807
referral;26;28.070
referral;27;31.579
referral;28;49.123
referral;29;38.596
referral;30;28.070
referral;0;29.825
referral;1;35.088
referral;2;28.070
referral;3;31.579
referral;4;26.316
referral;5;28.070
referral;6;40.351
referral;7;24.561
referral;8;36.842
referral;9;36.842
referral;10;40.351
referral;11;43.860
referral;12;40.351
referral;13;28.070
referral;14;33.333
referral;15;29.825
referral;16;31.579
referral;17;42.105
referral;18;29.825
referral;19;33.333
referral;20;45.614
referral;21;29.825
referral;22;33.333
referral;23;31.579
referral;24;33.333
referral;25;29.825
referral;26;38.596
referral;27;24.561
referral;28;38.596
referral;29;31.579
referral;30;21.053
referral;0;36.066
referral;1;32.787
referral;2;34.426
referral;3;22.951
referral;4;26.230
referral;5;26.230
referral;6;27.869
referral;7;31.148
referral;8;31.148
referral;9;27.869
referral;10;34.426
referral;11;24.590
referral;12;22.951
referral;13;24.590
referral;14;24.590
referral;15;29.508
referral;16;26.230
referral;17;36.066
referral;18;27.869
referral;19;32.787
referral;20;32.787
referral;21;31.148
referral;22;37.705
referral;23;22.951
referral;24;36.066
referral;25;19.672
referral;26;39.344
referral;27;27.869
referral;28;29.508
referral;29;34.426
referral;30;19.672
referral;0;21.311
referral;1;29.508
referral;2;19.672
referral;3;29.508
referral;4;31.148
referral;5;24.590
referral;6;31.148
referral;7;32.787
referral;8;27.869
referral;9;31.148
referral;10;21.311
referral;11;32.787
referral;12;31.148
referral;13;29.508
referral;14;24.590
referral;15;21.311
referral;16;26.230
referral;17;31.148
referral;18;21.311
referral;19;21.311
referral;20;24.590
referral;21;42.623
referral;22;27.869
referral;23;24.590
referral;24;27.869
referral;25;29.508
referral;26;32.787
referral;27;22.951
referral;28;26.230
referral;29;21.311
referral;30;21.311
referral;0;28.070
referral;1;24.561
referral;2;35.088
referral;3;29.825
referral;4;24.561
referral;5;29.825
referral;6;38.596
referral;7;28.070
referral;8;26.316
referral;9;31.579
referral;10;43.860
referral;11;19.298
referral;12;29.825
referral;13;33.333
referral;14;24.561
referral;15;33.333
referral;16;22.807
referral;17;35.088
referral;18;29.825
referral;19;31.579
referral;20;31.579
referral;21;40.351
referral;22;28.070
referral;23;38.596
referral;24;28.070
referral;25;24.561
referral;26;29.825
referral;27;29.825
referral;28;26.316
referral;29;26.316
referral;30;21.053
referral;0;24.286
referral;1;32.857
referral;2;28.571
referral;3;22.857
referral;4;27.143
referral;5;27.143
referral;6;24.286
referral;7;25.714
referral;8;28.571
referral;9;34.286
referral;10;22.857
referral;11;25.714
referral;12;30.000
referral;13;27.143
referral;14;30.000
referral;15;24.286
referral;16;30.000
referral;17;27.143
referral;18;25.714
referral;19;27.143
referral;20;32.857
referral;21;21.429
referral;22;31.429
referral;23;30.000
referral;24;31.429
referral;25;32.857
referral;26;22.857
referral;27;37.143
referral;28;15.714
referral;29;28.571
referral;30;17.143
referral;0;26.000
referral;1;26.000
referral;2;24.000
referral;3;30.000
referral;4;22.000
referral;5;30.000
referral;6;30.000
referral;7;26.000
referral;8;28.000
referral;9;28.000
referral;10;32.000
referral;11;40.000
referral;12;36.000
referral;13;22.000
referral;14;32.000
referral;15;22.000
referral;16;24.000
referral;17;30.000
referral;18;32.000
referral;19;34.000
referral;20;28.000
referral;21;34.000
referral;22;28.000
referral;23;36.000
referral;24;28.000
referral;25;32.000
referral;26;32.000
referral;27;42.000
referral;28;24.000
referral;29;30.000
referral;30;16.000
referral;0;20.000
referral;1;42.000
referral;2;40.000
referral;3;38.000
referral;4;24.000
referral;5;36.000
referral;6;24.000
referral;7;34.000
referral;8;40.000
referral;9;32.000
referral;10;26.000
referral;11;24.000
referral;12;34.000
referral;13;38.000
referral;14;20.000
referral;15;34.000
referral;16;28.000
referral;17;34.000
referral;18;32.000
referral;19;34.000
referral;20;42.000
referral;21;34.000
referral;22;36.000
referral;23;26.000
referral;24;30.000
referral;25;26.000
referral;26;38.000
referral;27;32.000
referral;28;40.000
referral;29;38.000
referral;30;20.000
referral;0;32.143
referral;1;33.929
referral;2;32.143
referral;3;33.929
referral;4;37.500
referral;5;17.857
referral;6;26.786
referral;7;28.571
referral;8;30.357
referral;9;37.500
referral;10;28.571
referral;11;30.357
referral;12;33.929
referral;13;32.143
referral;14;35.714
referral;15;32.143
referral;16;39.286
referral;17;26.786
referral;18;23.214
referral;19;35.714
referral;20;26.786
referral;21;33.929
referral;22;33.929
referral;23;35.714
referral;24;30.357
referral;25;26.786
referral;26;33.929
referral;27;37.500
referral;28;26.786
referral;29;37.500
referral;30;21.429
referral;0;32.836
referral;1;32.836
referral;2;38.806
referral;3;28.358
referral;4;29.851
referral;5;22.388
referral;6;20.896
referral;7;37.313
referral;8;34.328
referral;9;34.328
referral;10;37.313
referral;11;26.866
referral;12;38.806
referral;13;37.313
referral;14;35.821
referral;15;37.313
referral;16;34.328
referral;17;32.836
referral;18;34.328
referral;19;32.836
referral;20;25.373
referral;21;38.806
referral;22;35.821
referral;23;38.806
referral;24;34.328
referral;25;23.881
referral;26;35.821
referral;27;29.851
referral;28;28.358
referral;29;40.299
referral;30;17.910
referral;0;29.825
referral;1;28.070
referral;2;29.825
referral;3;36.842
referral;4;29.825
referral;5;22.807
referral;6;33.333
referral;7;24.561
referral;8;33.333
referral;9;31.579
referral;10;22.807
referral;11;29.825
referral;12;19.298
referral;13;29.825
referral;14;26.316
referral;15;31.579
referral;16;24.561
referral;17;26.316
referral;18;26.316
referral;19;22.807
referral;20;29.825
referral;21;24.561
referral;22;31.579
referral;23;22.807
referral;24;26.316
referral;25;24.561
referral;26;31.579
referral;27;22.807
referral;28;22.807
referral;29;35.088
referral;30;15.789
referral;0;33.333
referral;1;20.833
referral;2;14.583
referral;3;22.917
referral;4;29.167
referral;5;39.583
referral;6;33.333
referral;7;16.667
referral;8;35.417
referral;9;33.333
referral;10;25.000
referral;11;22.917
referral;12;31.250
referral;13;20.833
referral;14;39.583
referral;15;31.250
referral;16;27.083
referral;17;37.500
referral;18;20.833
referral;19;16.667
referral;20;27.083
referral;21;22.917
referral;22;20.833
referral;23;25.000
referral;24;16.667
referral;25;22.917
referral;26;35.417
referral;27;29.167
referral;28;35.417
referral;29;31.250
referral;30;27.083
referral;0;33.929
referral;1;32.143
referral;2;42.857
referral;3;37.500
referral;4;37.500
referral;5;42.857
referral;6;39.286
referral;7;30.357
referral;8;33.929
referral;9;33.929
referral;10;28.571
referral;11;30.357
referral;12;39.286
referral;13;42.857
referral;14;30.357
referral;15;26.786
referral;16;28.571
referral;17;23.214
referral;18;46.429
referral;19;41.071
referral;20;46.429
referral;21;33.929
referral;22;32.143
referral;23;33.929
referral;24;33.929
referral;25;30.357
referral;26;32.143
referral;27;30.357
referral;28;32.143
referral;29;33.929
referral;30;19.643
referral;0;28.302
referral;1;24.528
referral;2;35.849
referral;3;35.849
referral;4;33.962
referral;5;28.302
referral;6;33.962
referral;7;37.736
referral;8;35.849
referral;9;32.075
referral;10;35.849
referral;11;32.075
referral;12;37.736
referral;13;28.302
referral;14;22.642
referral;15;26.415
referral;16;24.528
referral;17;33.962
referral;18;26.415
referral;19;30.189
referral;20;41.509
referral;21;32.075
referral;22;24.528
referral;23;33.962
referral;24;28.302
referral;25;33.962
referral;26;20.755
referral;27;20.755
referral;28;33.962
referral;29;28.302
referral;30;20.755
referral;0;26.531
referral;1;28.571
referral;2;36.735
referral;3;30.612
referral;4;26.531
referral;5;20.408
referral;6;20.408
referral;7;34.694
referral;8;26.531
referral;9;24.490
referral;10;32.653
referral;11;16.327
referral;12;30.612
referral;13;34.694
referral;14;30.612
referral;15;40.816
referral;16;30.612
referral;17;30.612
referral;18;32.653
referral;19;30.612
